@relation C__Users_sky_Dropbox_FAU_Summer2016_Homework3_spam

@attribute text string
@attribute @@class@@ {Normal,Spam}

@data
'Dear Colleague,\r\n\r\nFirst of all, we would like to express our deepest gratitude for your kind help in making last year\'s IEEE IRI-06 conference the most successful so far, with a record number of high quality submissions. IEEE-IRI has already become a major, high quality conference event in a span of just four years; we continue to work hard to further increase its reputation, and without your help/support that is not possible.\r\n\r\nWe would like to invite you to be a part of the Technical Program Committee of the 2007 IEEE International Conference on Information Reuse and Integration (IEEE-IRI\'07), which will be held on August 13-15, 2007 in Las Vegas, Nevada, USA. This year\'s topic areas encompasses several newly emerging research themes that can be woven together by a common thread of \'Information Reuse and Integration.\'\r\n\r\nThe paper submission deadline is March 25 and the reviews will be due around the end of April. We also strongly encourage you to submit your paper(s) to the conference.\r\n\r\nFor more information on the conference, please visit:\r\n    http://www.sis.pitt.edu/~iri07/\r\n\r\nPlease let us know if you accept the invitation at your earliest convenience and not later than February 15th, 2007.\r\n\r\nThanking you,\r\n',Normal
'However, it has to be said that THEY HIRED THE GUY. He offers some great\r\ninsight into the current view of certifications, their worth and some\r\nconcrete examples of when having a certification might have really\r\nhelped some people get a job.\r\n\r\nGet THRI First Thing on THURSDAY DEC 14!\r\nTHIS IS GOING TO EXPLODE!\r\nCheck out for HOT NEWS!\r\n\r\nIntroducing THRI.PK:\r\n\r\nWednesday\'s Results: UP +0.28 (27.18\%)\r\nCompany: THRESHER INDUSTRIES\r\nSymbol: THRI.PK\r\nPrice: $1.31\r\nShort Term Target: $2.75\r\nLong Term Target: $4.15\r\nRecommendation: STRONG BUY\r\nInvestment Risk: Low\r\nNote: High Volume Activity All Week\r\n',Spam
'This is an automated response.\r\n\r\nYour request has been added to the EM-CF help database.  You should receive a response during normal hours of the computer facility.\r\n\r\nIf you have anything to add to the case, simply reply to this message.\r\n\r\nWhen responding to staff messages on the helpline, please do not send the response directly to the staff member.  Use the provided reply-to field, and please do not reply to all recipients. \r\n\r\nTo check the status of this and any other of your help requests, go to\r\n\r\n',Normal
'But others benefit more from simplicity and ease of administration than\r\nfrom layers of functionality and complexity.\r\n\r\nGet THRI First Thing on THURSDAY DEC 14!\r\nTHIS IS GOING TO EXPLODE!\r\nCheck out for HOT NEWS!\r\n\r\nIntroducing THRI.PK:\r\n\r\nWednesday\'s Results: UP +0.28 (27.18\%)\r\nCompany: THRESHER INDUSTRIES\r\nSymbol: THRI.PK\r\nPrice: $1.31\r\nShort Term Target: $2.75\r\nLong Term Target: $4.15\r\nRecommendation: STRONG BUY\r\nInvestment Risk: Low\r\nNote: High Volume Activity All Week\r\n\r\nCALL YOUR BROKER TO PLACE YOUR ORDER RIGHT NOW!!!\r\nWATCH THRI TRADE STARTING THURSDAY DEC 14!\r\n',Spam
'The FAU men\'s and women\'s basketball teams will play host to Florida \r\nInternational University on Saturday, Feb. 10. The games will fan the \r\nrivalry between the schools, affect Sun Belt Conference standings and \r\nshowcase the University on television (CSS - Comcast Sports Southeast). \r\nCome cheer the Owls and \"Bury the Burrow in RED\" by wearing red \r\nclothing. Let\'s break the attendance records for both teams. Tip-off is \r\nscheduled for 3:30 p.m. for the first game; the second game will start \r\n30 minutes after the conclusion of the first.\r\n\r\nThe night\'s events will include a live band. There will be free food, \r\nt-shirts and much more, including giveaways, such as a year\'s supply of \r\nPepsi and movie passes - one lucky fan will even walk away with cash. \r\nIn addition, the FAU National Alumni Association, FAU Program Board and \r\nSGA will host a pre-game party open to the public starting at 4:30 p.m.\r\n\r\nAs always, admission is free for students with an FAU ID, while general \r\nadmission is $10. WEAR RED . . . CHEER LOUD!\r\n\r\nFor more information, call 1-866-FAU-OWLS or visit \r\nhttp://www.fausports.com.\r\n',Normal
'Hello,\r\n\r\nAs a valued customer, we provide you with occassional information\r\nand updates.\r\n\r\nOur records indicate that you may be in need of a refill.\r\n\r\nWe hope that you will once again, give us the opportunity to\r\noffer you a great selection of meds, low prices, and superior customer\r\ncare. If you would like to place an order or browse our current\r\nproducts and specials, please visit the link below:\r\n\r\nhttp://yourbollnas.info\r\n\r\n\r\nYours Truly,\r\nDr. Mr. Walton\r\n',Spam
'According to our records, you are no longer affiliated with the College\r\nof Engineering and Mathematics.  The system has marked your account for\r\nremoval.\r\n\r\nYour account will be DISABLED on or after: 2007-02-13\r\nYour account will be DELETED on or after:  2007-02-20\r\n\r\nDates are in YYYY-MM-DD format.\r\n\r\nIf you believe we are mistaken, or if you feel that you should retain\r\nyour account beyond the dates listed above, then write an email to\r\nhelp@cems.uvm.edu explaining how long you need the account, and for\r\nwhat reason.\r\n\r\nCEMS-CF Account Management',Normal
'Obtain a diploma in 2 weeks\r\nNo Exam or Classes Required\r\nMasters Based on Working Experience\r\nHate studying?\r\nNo more classes\r\nDiplomas Without Exams\r\nExperience Based Diploma\r\nDegree or Diploma of Your Choice\r\nOnly 2 Weeks Required\r\nYou Will Love This\r\nWorking People Need This\r\nProfessional Degrees in 2 Weeks\r\n\r\nCall:  1 270 837-3127\r\n\r\nAvailable 24/7, including Sundays and Holidays (system is automated, be sure to leave your phone number so that we can get back to you!\r\n',Spam
'As many of you already know, there is a new strand of malware on the Internet called Trojan.Peacomm that has infected thousands of computers world-wide. While this malware has been contained on the FAU network, to ensure that similar types of malware do not infect our network, we are highly recommending that all anti-virus/anti-spam software be upgraded to the latest version.\r\n\r\nTo simplify this process, starting Jan 31 and continuing through Feb 5, IRM will be automatically pushing the latest version of Symantec anti-virus/anti-spam software out to all desktop computers that are part of IRM domain. We will be doing this in the early morning, and your system will likely automatically reboot at 5am on the day it gets the new software.\r\n\r\nIf you are running custom programs and do not wish for your systems to be included as part of this upgrade, please submit a ticket to the IRM Helpdesk at http://www.fau.edu/helpdesk.  Select the request type \"Other\" and indicate that you do not wish for your system to be automatically upgraded. Please include your system IP number, your name, and your office location in the ticket.  Systems and servers located on the special subnet 96 will not be automatically upgraded.  If you have a laptop computer and need to upgrade the anti-virus/anti-spam software, please submit a ticket to the IRM Helpdesk and we will route it to your campus or college IT consultant.\r\n\r\n\r\nPosted by:\r\nInformation Resource Management',Normal
'Stable Company! \r\n\r\nFueled by the possibility of an upcoming merger, Wild Brush \r\nEnergy (WBRS) is gearing up for an explosion.  Tension is \r\nbuilding and soon the scramble to take a position will push \r\nthis one off the charts. \r\n\r\nWild Brush Energy \r\nSymbol: WBRS \r\nCurrent Price: $0.052 \r\nShort Term Target: $0.32 \r\nLong Term Target: $0.80 \r\n\r\nWBRS is engaged in some of the most lucrative gas regions in North \r\nAmerica.  Major discoveries are happening all the time and WBRS is in \r\nthe thick of it. \r\n\r\nWith the array of drilling projects Wild Brush has going on at the moment \r\ntension is building.  As the drilling gets closer to completion insiders are \r\naccumulating ahead of that major discovery announcement. \r\n',Spam
'Folks,\r\n The Z: Drive issue still persists and we are working with IRM to trace down\r\nthe problem. We do not have an ETA as of yet but the is a good chance that\r\nthe problem will not be resolved until the weekend. We will be trying some\r\noptions with IRM over the afternoon and I will provide an update around 3\r\nPM.\r\n \r\nThe problem appears to be related to some recent changes to the FAU Servers\r\nalong with some recent Microsoft patches. \r\n \r\nmahesh\r\n',Normal
'Over a several millions men have been helped with the potent ingredients \r\nin Pen-is Growth Patch - men have experienced bigger size, deeper penetration\r\nmore action, and super-satisfying results for themselves and \r\ntheir partners.\r\n\r\nDon\'t be left behind! Take advantage of price specials going on now.\r\n\r\nClick here and visit our site!\r\n',Spam
'Dear Mr. Zhu,\r\n\r\nI\'m Victor M. Gulias, a lecturer at University of Coruña (Spain), head\r\nof a group working in distributed systems; we use multimedia servers as\r\ninteresting case study.\r\n\r\nLooking for information on video processing techniques, I have found a\r\npaper of you describing the InsightVideo system. I was wondering if you\r\ncan tell me a little bit about it and related work; It would be nice to\r\nstart productive collaboration, if you consider it possible.\r\n\r\nBest Regards,\r\n',Normal
'Hello!\r\n\r\nLast time you\'ve asked me about Canadian pharmacy shops.\r\nAfter some researches I can surely say that MyCanadianPharmacy drug store sells high-quality medications only. There is no need to be aware of quality. Their medications are the same we have here in USA. But they give us opportunity to buy these meds at lower prices.\r\nURL:Click Here\r\n\r\nI recommend to buy medications at their drug store!\r\n\r\nWith best regards\r\nDr William Clark. ',Spam
'Thursday, January 25, 2007\r\n\r\nThe Department of Computer Science and Engineering Presents:\r\n\r\n \r\n\r\nThe Distinguished Lecture Series\r\n\r\n \r\n\r\nJiawei Han from the Department of Computer Science at the University of Illinois – Urbana Champaign will present his lecture on \r\n\r\nMining and Searching Graphs in Biological Databases.\r\n\r\n \r\n\r\nPlease join us in the Board of Trustees Room (305) in the Administration building at 11:00 am on Thursday, January 25th.\r\n\r\n \r\n\r\nEveryone is welcome to attend.  Refreshments will be served.\r\n\r\n \r\n\r\nHave a great rest of the day!\r\n\r\n \r\n\r\nVanessa\r\n\r\n \r\n\r\n \r\n\r\nVanessa L. Díaz\r\n\r\nSenior Secretary\r\n\r\nDepartment of Computer Science and Engineering\r\n\r\nT: (561) 297-2903\r\n\r\nF: (561) 297-1359\r\n\r\n',Normal
'With Ultra Allure Pheromones women will be as happy to see you as kids are happy to see Santa Claus. ',Spam
'Dear Dr. Xingquan Zhu,\r\n\r\nThe conference submission deadline for the IASTED International Conference on Computational Intelligence (CI 2007)  is quickly approaching. We would appreciate your assistance in reminding colleagues that the submission deadline for CI 2007 is February 1, 2007. I have also enclosed the most recent Call for Papers (in .pdf) which can be distributed to mailing lists and interested colleagues.  I would also invite you to share your expertise by planning a tutorial or organizing a special session regarding your current research.  \r\n\r\nMore information is available on the web site at:\r\nhttp://www.iasted.org/conferences/cfp-574.html\r\n\r\nThank you for your continued support!\r\n\r\nBrandon Hisey\r\nConference Planner\r\nInternational Association of Science and Technology for Development\r\nBuilding B6, Suite #101, 2509 Dieppe Avenue S.W.\r\nCalgary , AB\r\nCanada  T3E 7J9\r\n\r\nPhone: +1 403 288 1195\r\n',Normal
